disease,subtype,severity,question,answer,followup
headache,migraine,severe,I have a headache,"Based on what you shared, this may fit a **migraine** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,runny nose,mild,I feel stuffy with runny nose,"Based on what you shared, this may fit a **runny nose** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,low-grade fever,severe,I am feeling hot and getting chills,"Based on what you shared, this may fit a **low-grade fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,cramps,severe,I have gas and stomach cramps,"Based on what you shared, this may fit a **cramps** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,sugar fluctuation,mild,My blood pressure is high today,"Based on what you shared, this may fit a **sugar fluctuation** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,heavy flow discomfort,moderate,My stomach is bloated before my periods,"Based on what you shared, this may fit a **heavy flow discomfort** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,sinus,severe,I have a headache,"Based on what you shared, this may fit a **sinus** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,runny nose,moderate,I feel stuffy with runny nose,"Based on what you shared, this may fit a **runny nose** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,evening fever,moderate,I feel feverish since last night,"Based on what you shared, this may fit a **evening fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,cramps,mild,I feel burning in my upper stomach after pizza,"Based on what you shared, this may fit a **cramps** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,low bp,moderate,I feel dizzy and my bp was high last check,"Based on what you shared, this may fit a **low bp** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,period cramps,severe,I feel tired and crampy on the first day of my period,"Based on what you shared, this may fit a **period cramps** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,migraine,mild,I have headache because I was out in cold weather,"Based on what you shared, this may fit a **migraine** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,runny nose,mild,I am sneezing a lot since yesterday,"Based on what you shared, this may fit a **runny nose** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,viral fever,moderate,I feel very hot and tired,"Based on what you shared, this may fit a **viral fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,gas,mild,My stomach hurts and I feel gassy,"Based on what you shared, this may fit a **gas** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,high bp,severe,My sugar levels are going up and down,"Based on what you shared, this may fit a **high bp** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,pms bloating,moderate,I have heavy flow and abdominal pain,"Based on what you shared, this may fit a **pms bloating** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,migraine,mild,My head feels tight and heavy,"Based on what you shared, this may fit a **migraine** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,sore throat,moderate,I am sneezing a lot since yesterday,"Based on what you shared, this may fit a **sore throat** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,evening fever,moderate,I feel feverish since last night,"Based on what you shared, this may fit a **evening fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,cramps,severe,I have gas and stomach cramps,"Based on what you shared, this may fit a **cramps** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,low bp,mild,I feel dizzy and my bp was high last check,"Based on what you shared, this may fit a **low bp** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,period cramps,severe,My stomach is bloated before my periods,"Based on what you shared, this may fit a **period cramps** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,tension,mild,I feel a heavy headache with exam stress,"Based on what you shared, this may fit a **tension** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,sore throat,moderate,I have cold and sore throat,"Based on what you shared, this may fit a **sore throat** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,low-grade fever,severe,"My body feels warm, maybe I have fever","Based on what you shared, this may fit a **low-grade fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,gas,moderate,My stomach hurts and I feel gassy,"Based on what you shared, this may fit a **gas** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,sugar fluctuation,severe,I feel shaky and my sugar might be low,"Based on what you shared, this may fit a **sugar fluctuation** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,period cramps,mild,My stomach is bloated before my periods,"Based on what you shared, this may fit a **period cramps** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,tension,mild,I have headache after long screen time,"Based on what you shared, this may fit a **tension** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,sore throat,mild,I have a bad cold,"Based on what you shared, this may fit a **sore throat** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,viral fever,severe,"My body feels warm, maybe I have fever","Based on what you shared, this may fit a **viral fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,indigestion,severe,My stomach hurts and I feel gassy,"Based on what you shared, this may fit a **indigestion** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,sugar fluctuation,mild,My sugar levels are going up and down,"Based on what you shared, this may fit a **sugar fluctuation** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,pms bloating,mild,I feel tired and crampy on the first day of my period,"Based on what you shared, this may fit a **pms bloating** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,migraine,severe,I feel a heavy headache with exam stress,"Based on what you shared, this may fit a **migraine** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,sore throat,severe,I am sneezing a lot since yesterday,"Based on what you shared, this may fit a **sore throat** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,viral fever,severe,I think I have high temperature,"Based on what you shared, this may fit a **viral fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,indigestion,mild,My stomach hurts and I feel gassy,"Based on what you shared, this may fit a **indigestion** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,low bp,moderate,I have headache and I know my bp is high,"Based on what you shared, this may fit a **low bp** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,heavy flow discomfort,moderate,I feel tired and crampy on the first day of my period,"Based on what you shared, this may fit a **heavy flow discomfort** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,sinus,mild,My head feels tight and heavy,"Based on what you shared, this may fit a **sinus** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,seasonal cold,mild,I feel like I’m catching a cold,"Based on what you shared, this may fit a **seasonal cold** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,evening fever,severe,I feel feverish since last night,"Based on what you shared, this may fit a **evening fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,gas,severe,My stomach hurts and I feel gassy,"Based on what you shared, this may fit a **gas** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,sugar fluctuation,mild,I feel heavy in the head when my bp is high,"Based on what you shared, this may fit a **sugar fluctuation** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,heavy flow discomfort,severe,I have heavy flow and abdominal pain,"Based on what you shared, this may fit a **heavy flow discomfort** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,sinus,severe,My head is paining a lot,"Based on what you shared, this may fit a **sinus** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,sore throat,mild,I feel like I’m catching a cold,"Based on what you shared, this may fit a **sore throat** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,low-grade fever,mild,"My body feels warm, maybe I have fever","Based on what you shared, this may fit a **low-grade fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,gas,moderate,My stomach is paining after food,"Based on what you shared, this may fit a **gas** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,low bp,moderate,I feel heavy in the head when my bp is high,"Based on what you shared, this may fit a **low bp** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,heavy flow discomfort,moderate,I have strong period cramps,"Based on what you shared, this may fit a **heavy flow discomfort** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,migraine,severe,I feel a heavy headache with exam stress,"Based on what you shared, this may fit a **migraine** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,sore throat,moderate,I am sneezing a lot since yesterday,"Based on what you shared, this may fit a **sore throat** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,low-grade fever,severe,I think I have high temperature,"Based on what you shared, this may fit a **low-grade fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,gas,severe,I feel burning in my upper stomach after pizza,"Based on what you shared, this may fit a **gas** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,high bp,severe,I feel dizzy and my bp was high last check,"Based on what you shared, this may fit a **high bp** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,heavy flow discomfort,moderate,My stomach is bloated before my periods,"Based on what you shared, this may fit a **heavy flow discomfort** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,sinus,severe,I have headache after long screen time,"Based on what you shared, this may fit a **sinus** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,runny nose,moderate,I feel like I’m catching a cold,"Based on what you shared, this may fit a **runny nose** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,evening fever,mild,I feel feverish since last night,"Based on what you shared, this may fit a **evening fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,bloating,moderate,I have stomach pain with loose motion,"Based on what you shared, this may fit a **bloating** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,high bp,moderate,I feel shaky and my sugar might be low,"Based on what you shared, this may fit a **high bp** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,heavy flow discomfort,severe,I have strong period cramps,"Based on what you shared, this may fit a **heavy flow discomfort** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,sinus,mild,My head feels tight and heavy,"Based on what you shared, this may fit a **sinus** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,runny nose,mild,I have cold with mild body pain,"Based on what you shared, this may fit a **runny nose** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,evening fever,mild,"My body feels warm, maybe I have fever","Based on what you shared, this may fit a **evening fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,cramps,severe,I have gas and stomach cramps,"Based on what you shared, this may fit a **cramps** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,low bp,moderate,I feel heavy in the head when my bp is high,"Based on what you shared, this may fit a **low bp** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,period cramps,mild,I have lower belly pain during periods,"Based on what you shared, this may fit a **period cramps** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,tension,moderate,I feel a heavy headache with exam stress,"Based on what you shared, this may fit a **tension** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,sore throat,mild,I feel stuffy with runny nose,"Based on what you shared, this may fit a **sore throat** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,low-grade fever,mild,"My body feels warm, maybe I have fever","Based on what you shared, this may fit a **low-grade fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,cramps,severe,I have stomach pain with loose motion,"Based on what you shared, this may fit a **cramps** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,sugar fluctuation,mild,I have headache and I know my bp is high,"Based on what you shared, this may fit a **sugar fluctuation** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,pms bloating,mild,I have lower belly pain during periods,"Based on what you shared, this may fit a **pms bloating** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,sinus,mild,My head is paining a lot,"Based on what you shared, this may fit a **sinus** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,seasonal cold,mild,I am sneezing a lot since yesterday,"Based on what you shared, this may fit a **seasonal cold** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,low-grade fever,severe,I feel very hot and tired,"Based on what you shared, this may fit a **low-grade fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,bloating,mild,I feel bloated and uncomfortable,"Based on what you shared, this may fit a **bloating** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,low bp,severe,My blood pressure is high today,"Based on what you shared, this may fit a **low bp** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,heavy flow discomfort,moderate,I have stomach pain and my period just started,"Based on what you shared, this may fit a **heavy flow discomfort** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,sinus,severe,My head is paining a lot,"Based on what you shared, this may fit a **sinus** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,runny nose,mild,I am sneezing a lot since yesterday,"Based on what you shared, this may fit a **runny nose** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,low-grade fever,mild,I feel very hot and tired,"Based on what you shared, this may fit a **low-grade fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,cramps,moderate,I feel bloated and uncomfortable,"Based on what you shared, this may fit a **cramps** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,high bp,mild,My sugar levels are going up and down,"Based on what you shared, this may fit a **high bp** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,pms bloating,severe,I feel tired and crampy on the first day of my period,"Based on what you shared, this may fit a **pms bloating** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,tension,mild,I feel a heavy headache with exam stress,"Based on what you shared, this may fit a **tension** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,sore throat,moderate,I am sneezing a lot since yesterday,"Based on what you shared, this may fit a **sore throat** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,evening fever,moderate,I think I have high temperature,"Based on what you shared, this may fit a **evening fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,bloating,mild,I have stomach pain with loose motion,"Based on what you shared, this may fit a **bloating** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,high bp,severe,My sugar levels are going up and down,"Based on what you shared, this may fit a **high bp** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,heavy flow discomfort,moderate,I feel tired and crampy on the first day of my period,"Based on what you shared, this may fit a **heavy flow discomfort** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,sinus,severe,I have headache because I was out in cold weather,"Based on what you shared, this may fit a **sinus** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,seasonal cold,moderate,My nose is runny and blocked,"Based on what you shared, this may fit a **seasonal cold** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
fever,evening fever,moderate,I am feeling hot and getting chills,"Based on what you shared, this may fit a **evening fever** pattern in the **fever** group. This may be a mild fever pattern. Rest more than usual, drink plenty of fluids, and monitor your temperature.","Since when have you felt this temperature change, and do you also notice chills or body pain?"
stomach,indigestion,severe,I feel bloated and uncomfortable,"Based on what you shared, this may fit a **indigestion** pattern in the **stomach** group. This may be a simple stomach upset. Sip warm water, avoid heavy/oily foods, and stay upright for a while after meals.","Did this stomach issue start after a particular meal, during travel, or around your period?"
metabolic_bp,low bp,moderate,My sugar levels are going up and down,"Based on what you shared, this may fit a **low bp** pattern in the **metabolic_bp** group. Since this relates to blood pressure or sugar, it is important to follow your doctor’s plan and avoid excess salt or sugar.","Have you checked your latest BP or sugar reading, and did you feel any chest pain, headache, or dizziness?"
menstrual,pms bloating,severe,I have lower belly pain during periods,"Based on what you shared, this may fit a **pms bloating** pattern in the **menstrual** group. These cramps may be related to your menstrual cycle. A warm towel on the lower abdomen and light movement can help some people.","Is this pain similar to your usual period cramps, or does it feel very different from other cycles?"
headache,tension,moderate,I have headache because I was out in cold weather,"Based on what you shared, this may fit a **tension** pattern in the **headache** group. This often relates to stress, long screen time, or poor sleep. Try short breaks from screens, some water, and rest in a quiet, dim room.","Does this headache feel worse with screens, stress, poor sleep, or going out in cold weather?"
cold_flu,seasonal cold,moderate,I am sneezing a lot since yesterday,"Based on what you shared, this may fit a **seasonal cold** pattern in the **cold_flu** group. This looks like a cold or flu-type pattern. Rest, drink warm fluids, and avoid very cold or sugary drinks for now.","Along with this cold, do you also have fever, sore throat, or body pain?"
